transaction_id,customer_id,transaction_date,transaction_status,coupon_name,burn_date,branch_id
2480,639,2024-05-10,burned,USk-465,2024-05-30,9
2481,75,2024-06-30,burned,lWI-108,2024-08-11,2
2482,873,2024-03-07,subscribed,MBT-939,,3
2483,716,2024-01-23,subscribed,mVY-580,,2
2484,561,2024-03-09,subscribed,dRY-276,,2
2485,591,2024-04-19,subscribed,aZg-737,,10
2486,441,2023-05-12,burned,hLv-836,2023-07-14,8
2487,991,2022-08-27,burned,Jkz-569,2022-09-27,3
2488,241,2023-06-03,subscribed,FrO-893,,7
2489,861,2023-02-26,burned,QSG-524,2023-03-07,8
2490,154,2024-07-06,burned,tnt-494,2024-10-02,3
2491,786,2023-12-28,subscribed,kbS-139,,2
2492,96,2023-06-23,burned,iUM-890,2023-08-30,8
2493,726,2024-07-11,burned,ePA-904,2024-07-29,3
2494,294,2023-07-24,subscribed,hOn-969,,7
2495,209,2022-01-06,burned,mQs-988,2022-02-03,1
2496,343,2023-11-12,burned,Ljk-283,2023-12-05,6
2497,88,2023-05-27,burned,kNR-182,2023-07-31,9
2498,818,2023-08-17,subscribed,qSv-216,,3
2499,776,2023-01-30,subscribed,wsl-399,,7
2500,937,2023-09-26,burned,dAm-135,2023-10-01,6
2501,390,2023-01-19,burned,ZpZ-554,2023-02-24,8
2502,325,2023-09-23,burned,SXk-682,2023-12-01,3
2503,940,2023-01-08,subscribed,ebO-676,,3
2504,889,2024-06-22,subscribed,FHi-762,,4
2505,832,2023-11-11,subscribed,cMx-881,,3
2506,157,2023-02-11,burned,aIH-121,2023-02-19,9
2507,668,2024-06-07,burned,SVg-276,2024-06-26,4
2508,651,2023-11-12,burned,TZP-317,2023-12-01,6
2509,633,2023-05-31,burned,AFg-458,2023-06-19,8
2510,577,2024-07-10,burned,amE-300,2024-08-17,8
2511,619,2024-06-05,subscribed,hfl-095,,5
2512,659,2023-10-08,burned,gPg-170,2023-11-26,5
2513,137,2022-02-22,burned,KKW-211,2022-04-19,6
2514,923,2023-12-18,burned,tho-233,2024-02-16,10
2515,674,2024-04-02,subscribed,fEc-737,,7
2516,428,2024-06-16,burned,ROR-775,2024-08-14,10
2517,452,2024-06-30,subscribed,IDC-948,,7
2518,612,2023-11-03,subscribed,CvF-102,,4
2519,850,2024-03-26,subscribed,bhP-826,,6
2520,911,2024-03-22,subscribed,bOX-950,,7
2521,819,2023-06-05,subscribed,jcr-743,,5
2522,141,2023-11-23,burned,Epf-528,2023-11-24,5
2523,83,2024-04-16,burned,kXJ-745,2024-06-25,2
2524,177,2024-02-19,subscribed,unD-196,,7
2525,198,2023-05-24,subscribed,Syf-017,,6
2526,624,2024-03-08,subscribed,Els-413,,1
2527,568,2023-03-27,burned,tXT-405,2023-04-12,4
2528,972,2023-07-06,burned,pqW-911,2023-07-11,3
2529,691,2024-04-24,subscribed,uAJ-063,,3
2530,421,2024-03-24,burned,gUB-355,2024-04-04,7
2531,401,2023-11-25,burned,oPz-460,2024-02-22,10
2532,698,2024-01-05,subscribed,JCA-432,,4
2533,471,2024-02-05,subscribed,BAx-549,,8
2534,218,2021-09-11,burned,jPd-768,2021-10-09,9
2535,925,2024-07-04,burned,UeK-615,2024-08-28,3
2536,929,2023-05-05,burned,PVL-313,2023-07-22,5
2537,828,2024-06-17,subscribed,MyD-825,,4
2538,987,2024-06-30,subscribed,uwi-561,,10
2539,729,2024-07-14,subscribed,puX-639,,6
2540,632,2024-04-11,burned,DOP-524,2024-06-03,10
2541,951,2024-06-10,burned,Utl-442,2024-07-31,4
2542,906,2024-07-10,subscribed,RrR-957,,8
2543,175,2024-04-13,burned,EOw-300,2024-05-02,3
2544,23,2024-01-01,subscribed,doe-870,,5
2545,725,2023-09-28,burned,cPf-525,2023-10-10,1
2546,917,2024-04-23,subscribed,zRI-343,,6
2547,235,2023-05-08,burned,bGW-715,2023-06-29,5
2548,13,2022-07-29,burned,UrT-088,2022-08-21,8
2549,101,2023-01-03,subscribed,KHK-094,,9
2550,929,2023-04-12,subscribed,NKG-842,,8
2551,536,2024-05-29,subscribed,bsD-965,,8
2552,876,2023-05-18,subscribed,pKk-746,,3
2553,523,2023-11-26,subscribed,AUv-347,,4
2554,785,2023-12-20,burned,FoY-130,2023-12-26,4
2555,452,2024-06-25,subscribed,lUQ-475,,5
2556,431,2023-06-29,subscribed,QUP-563,,9
2557,793,2024-02-13,subscribed,mIm-458,,9
2558,606,2023-11-27,subscribed,TGD-163,,10
2559,713,2024-03-17,subscribed,aWD-560,,1
2560,533,2024-06-11,burned,OkX-439,2024-09-06,8
2561,852,2022-09-22,subscribed,nDn-931,,1
2562,979,2023-07-08,subscribed,ivC-391,,2
2563,723,2024-03-17,subscribed,iIl-946,,7
2564,652,2024-05-19,burned,XUU-897,2024-07-22,8
2565,293,2024-03-20,burned,BGC-946,2024-05-20,1
2566,810,2021-11-26,subscribed,XSu-728,,3
2567,913,2022-08-16,subscribed,aTI-151,,7
2568,101,2023-01-27,burned,Dkz-621,2023-02-07,9
2569,502,2024-05-12,burned,TiP-954,2024-08-01,8
2570,304,2024-01-03,burned,yoU-448,2024-02-24,8
2571,871,2022-08-08,subscribed,cMc-990,,9
2572,540,2023-02-23,subscribed,awU-424,,10
2573,553,2024-06-07,burned,gya-402,2024-08-06,3
2574,355,2022-06-26,subscribed,TgH-612,,8
2575,303,2023-05-09,burned,lqC-020,2023-05-11,1
2576,496,2023-02-25,burned,qsn-396,2023-03-22,8
2577,658,2024-03-04,burned,btE-211,2024-04-08,7
2578,768,2024-06-20,subscribed,owU-371,,8
2579,974,2022-08-10,burned,bln-035,2022-08-21,1
2580,227,2023-04-30,burned,rVJ-434,2023-06-28,6
2581,236,2024-03-07,subscribed,iRF-529,,7
2582,873,2023-09-22,burned,hll-967,2023-10-03,5
2583,892,2024-01-16,subscribed,bob-771,,5
2584,455,2024-04-24,burned,jzK-816,2024-04-29,7
2585,13,2023-08-27,subscribed,xjj-400,,3
2586,210,2024-05-26,burned,VAP-051,2024-08-11,6
2587,741,2023-11-26,burned,DEj-145,2024-01-26,7
2588,397,2023-12-14,burned,KWg-943,2024-01-22,1
2589,100,2023-08-01,burned,vfr-644,2023-09-24,2
2590,31,2023-02-18,burned,Zgz-696,2023-04-22,4
2591,898,2022-12-29,subscribed,klk-354,,8
2592,528,2023-04-19,subscribed,UDF-222,,10
2593,649,2024-03-17,burned,qQq-198,2024-05-05,6
2594,329,2024-03-11,burned,Abg-234,2024-03-16,1
2595,166,2024-05-25,burned,frf-446,2024-07-21,10
2596,459,2024-06-01,subscribed,suh-298,,5
2597,822,2024-06-21,subscribed,vMY-957,,7
2598,952,2024-03-18,burned,hzH-248,2024-06-15,6
2599,982,2024-02-16,subscribed,Vnb-533,,9
2600,993,2024-05-17,burned,rUS-625,2024-05-31,8
2601,100,2024-02-29,burned,ehU-261,2024-04-27,4
2602,621,2024-06-07,burned,ZeA-023,2024-07-30,5
2603,855,2023-02-22,subscribed,hhR-901,,7
2604,173,2023-05-06,burned,aah-660,2023-07-22,8
2605,749,2024-04-08,burned,krp-765,2024-06-25,5
2606,162,2023-12-25,burned,azQ-211,2024-02-04,9
2607,905,2024-02-16,subscribed,stN-614,,10
2608,728,2021-08-19,subscribed,qOJ-594,,4
2609,776,2022-09-07,subscribed,NHJ-113,,4
2610,263,2023-07-27,burned,Rte-880,2023-08-05,8
2611,804,2022-12-21,subscribed,QeK-844,,1
2612,274,2023-01-11,burned,ppA-916,2023-03-07,8
2613,3,2023-06-08,subscribed,Htl-297,,5
2614,28,2022-05-12,burned,qTc-122,2022-06-17,1
2615,326,2024-06-17,subscribed,egQ-447,,4
2616,940,2024-03-06,burned,xiJ-996,2024-05-24,2
2617,149,2023-11-09,subscribed,ODW-643,,4
2618,540,2022-10-27,subscribed,MjA-949,,8
2619,488,2024-06-05,subscribed,hSb-329,,5
2620,822,2024-07-07,burned,deD-701,2024-09-19,1
2621,438,2022-09-07,subscribed,YEl-405,,7
2622,65,2022-05-04,subscribed,QLo-465,,1
2623,356,2024-03-05,subscribed,rDu-304,,9
2624,533,2023-12-08,subscribed,ngZ-136,,3
2625,252,2024-07-01,burned,TbB-925,2024-07-27,3
2626,235,2023-01-30,subscribed,AOo-899,,6
2627,227,2022-01-25,burned,TOb-385,2022-01-30,10
2628,525,2024-04-08,burned,sTw-937,2024-05-18,6
2629,313,2024-07-02,burned,iIw-658,2024-08-04,6
2630,49,2024-02-13,burned,QVJ-919,2024-03-05,1
2631,118,2022-09-20,subscribed,dlL-228,,5
2632,54,2024-07-06,burned,CnF-047,2024-07-16,6
2633,650,2024-06-15,burned,kGM-327,2024-07-29,8
2634,565,2023-05-24,burned,nwx-505,2023-06-26,1
2635,44,2024-03-11,burned,tnd-614,2024-03-27,5
2636,815,2023-05-25,subscribed,Hfu-936,,3
2637,53,2024-06-06,subscribed,dBj-877,,2
2638,586,2023-07-25,burned,ySI-066,2023-10-11,8
2639,558,2023-04-13,burned,viQ-414,2023-06-25,7
2640,525,2024-05-06,burned,lpr-431,2024-05-13,10
2641,677,2024-05-22,subscribed,sEF-013,,7
2642,102,2024-06-18,subscribed,Ezv-072,,5
2643,792,2023-09-10,subscribed,pMN-800,,9
2644,770,2024-01-26,subscribed,kEl-488,,5
2645,982,2023-04-30,subscribed,xCS-979,,2
2646,849,2024-04-18,burned,TFA-107,2024-06-25,3
2647,868,2023-07-20,subscribed,mVu-858,,4
2648,398,2024-06-05,subscribed,Fev-968,,5
2649,138,2024-07-05,burned,OLD-932,2024-09-06,3
2650,675,2023-04-05,subscribed,UKG-498,,7
2651,921,2024-03-31,subscribed,LtY-494,,5
2652,387,2023-04-14,subscribed,NNK-223,,5
2653,111,2024-07-09,burned,kVC-567,2024-08-21,6
2654,614,2023-03-27,subscribed,jEQ-326,,7
2655,17,2023-02-01,burned,nvS-559,2023-03-10,10
2656,780,2024-06-12,burned,VKf-623,2024-06-21,10
2657,182,2024-07-13,subscribed,OOY-495,,8
2658,884,2024-06-23,subscribed,gTY-799,,9
2659,536,2023-02-13,subscribed,pRo-948,,4
2660,541,2024-06-25,subscribed,HVn-970,,5
2661,171,2023-11-18,burned,nYo-945,2023-12-05,5
2662,409,2024-05-23,subscribed,TPP-407,,8
2663,740,2022-12-25,burned,FLV-947,2023-02-27,9
2664,378,2023-11-06,burned,daO-172,2023-12-02,7
2665,188,2023-03-21,burned,GnS-046,2023-05-09,5
2666,858,2022-10-31,burned,ktX-007,2022-12-24,3
2667,230,2023-12-17,burned,dkJ-521,2023-12-26,1
2668,833,2024-01-29,subscribed,tuK-582,,9
2669,852,2022-11-24,burned,flK-443,2023-01-09,5
2670,119,2023-11-23,burned,AOR-447,2024-01-04,9
2671,156,2024-05-25,subscribed,VYY-249,,10
2672,784,2024-01-21,subscribed,doR-828,,4
2673,687,2024-03-24,burned,iGC-191,2024-06-07,5
2674,465,2024-05-27,burned,khQ-469,2024-08-11,4
2675,104,2024-06-29,subscribed,sWy-703,,2
2676,604,2022-11-22,burned,Kaa-100,2023-01-02,1
2677,698,2023-05-09,subscribed,GPB-104,,8
2678,972,2022-11-04,subscribed,utj-280,,4
2679,795,2023-02-15,burned,swl-649,2023-03-21,5
2680,502,2023-07-14,subscribed,dFq-172,,6
2681,693,2024-03-24,burned,AFE-847,2024-03-27,8
2682,682,2023-01-31,burned,jsp-836,2023-04-12,8
2683,699,2024-07-12,burned,pmP-037,2024-09-03,7
2684,175,2023-11-04,subscribed,tIT-890,,4
2685,734,2024-07-08,burned,FJM-100,2024-07-18,6
2686,745,2024-01-19,subscribed,NyN-119,,4
2687,674,2024-05-11,burned,PCv-829,2024-08-01,7
2688,421,2024-02-25,burned,wjj-932,2024-03-21,1
2689,134,2023-11-22,subscribed,GeK-786,,5
2690,391,2022-10-24,burned,YAA-979,2023-01-08,10
2691,992,2023-04-05,burned,wwD-058,2023-05-23,10
2692,736,2024-06-21,subscribed,sUw-318,,4
2693,501,2023-08-31,subscribed,OCn-111,,7
2694,665,2024-04-09,subscribed,sZE-953,,9
2695,33,2024-02-26,burned,BNB-430,2024-05-08,5
2696,55,2024-07-09,subscribed,QvC-073,,4
2697,954,2023-07-13,subscribed,Emc-247,,9
2698,519,2022-02-16,burned,Dvl-365,2022-04-04,5
2699,756,2024-07-08,subscribed,ugi-125,,9
2700,825,2024-01-10,burned,jwh-751,2024-02-05,8
2701,638,2023-10-05,burned,dQy-794,2023-11-04,4
2702,12,2024-01-10,subscribed,iLf-107,,7
2703,528,2022-04-28,burned,TtO-314,2022-05-31,5
2704,720,2022-11-13,subscribed,yVj-560,,10
2705,555,2024-05-11,subscribed,jAN-733,,4
2706,373,2024-06-27,subscribed,wLb-809,,5
2707,484,2022-08-02,subscribed,cjc-550,,5
2708,973,2024-03-12,burned,Fym-711,2024-04-12,9
2709,647,2023-11-18,burned,XHS-984,2023-11-24,9
2710,228,2023-12-24,subscribed,Mwo-194,,6
2711,623,2024-02-25,subscribed,Wki-119,,4
2712,307,2024-07-01,burned,vTW-781,2024-08-25,2
2713,457,2023-12-01,subscribed,Myn-562,,3
2714,160,2023-10-27,burned,srV-647,2023-12-06,2
2715,331,2024-02-07,subscribed,GEb-505,,5
2716,776,2023-01-21,burned,FYc-336,2023-01-26,6
2717,225,2023-07-28,burned,iXk-239,2023-10-04,5
2718,983,2024-06-10,burned,DjX-244,2024-07-03,2
2719,729,2024-04-22,subscribed,KTy-806,,5
2720,504,2024-06-05,subscribed,MOc-124,,9
2721,456,2022-04-01,subscribed,zAu-059,,4
2722,45,2023-12-13,subscribed,CbN-904,,10
2723,214,2024-06-14,subscribed,Fgm-655,,2
2724,59,2024-05-15,burned,GyV-438,2024-05-26,3
2725,644,2023-11-21,burned,gXZ-495,2024-02-08,3
2726,616,2024-01-22,burned,grl-919,2024-03-12,9
2727,195,2023-11-17,burned,bGu-721,2024-01-22,4
2728,925,2023-11-19,burned,dbh-837,2023-11-28,1
2729,489,2024-03-03,burned,ifA-999,2024-03-11,1
2730,157,2023-11-05,burned,fCZ-444,2023-12-05,7
2731,610,2024-06-24,subscribed,uTR-775,,7
2732,226,2024-05-19,burned,BQm-549,2024-08-07,2
2733,412,2022-05-10,subscribed,NET-069,,9
2734,205,2023-08-28,burned,QgF-640,2023-10-27,9
2735,79,2022-05-29,burned,unv-561,2022-07-13,5
2736,124,2024-05-01,subscribed,dJp-281,,3
2737,471,2024-01-12,burned,yri-390,2024-02-01,3
2738,940,2023-09-29,subscribed,emi-759,,3
2739,218,2024-07-14,burned,RSr-833,2024-08-13,6
2740,516,2023-09-06,subscribed,DlK-406,,4
2741,602,2024-04-16,burned,IuC-747,2024-04-29,8
2742,104,2023-03-29,subscribed,vTr-590,,5
2743,393,2024-07-10,subscribed,VLC-786,,1
2744,631,2024-02-11,burned,fTS-256,2024-03-28,9
2745,645,2024-06-02,burned,QYK-227,2024-07-29,1
2746,824,2024-03-11,subscribed,iNo-560,,6
2747,608,2024-06-22,burned,OLP-453,2024-07-12,1
2748,980,2024-07-09,subscribed,FYF-291,,3
2749,434,2023-01-09,burned,Jfb-237,2023-03-03,10
2750,331,2023-02-24,subscribed,BBX-007,,5
2751,143,2024-05-04,burned,DVm-137,2024-05-31,10
2752,800,2024-05-26,subscribed,zvw-951,,7
2753,540,2022-02-05,burned,Xth-225,2022-03-07,10
2754,278,2022-10-05,subscribed,Eto-841,,8
2755,233,2024-01-03,subscribed,FkY-895,,9
2756,529,2024-04-23,burned,Gat-722,2024-05-10,6
2757,571,2023-04-09,burned,huJ-634,2023-04-24,9
2758,90,2023-04-06,subscribed,KSs-070,,8
2759,492,2022-11-26,subscribed,rLr-082,,9
2760,199,2023-10-11,subscribed,YUA-078,,10
2761,362,2023-05-23,subscribed,cGL-822,,4
2762,441,2024-03-06,burned,uXZ-092,2024-05-12,9
2763,26,2024-06-30,subscribed,rjc-933,,7
2764,25,2023-06-29,subscribed,uut-710,,5
2765,394,2024-03-07,subscribed,LwY-067,,5
2766,507,2024-02-22,burned,ggj-187,2024-03-08,1
2767,301,2024-04-13,subscribed,PwY-000,,2
2768,339,2024-07-11,burned,nUM-318,2024-09-22,10
2769,267,2021-11-25,burned,noD-550,2022-01-17,3
2770,461,2024-01-23,burned,TxA-776,2024-02-08,8
2771,693,2024-06-08,burned,ZQM-947,2024-07-15,6
2772,456,2023-08-31,burned,amc-333,2023-11-28,10
2773,360,2024-06-05,burned,Iaf-168,2024-07-24,5
2774,68,2024-04-03,burned,SUa-016,2024-06-24,1
2775,863,2024-05-26,subscribed,gqf-699,,9
2776,412,2022-05-02,subscribed,TiF-420,,3
2777,971,2024-01-26,burned,QnT-431,2024-04-01,3
2778,491,2024-03-01,subscribed,ILJ-352,,2
2779,833,2022-12-11,subscribed,ctf-755,,4
2780,49,2023-11-29,burned,bkT-205,2024-02-26,2
2781,687,2023-09-01,subscribed,dCn-489,,9
2782,564,2023-07-09,burned,BxE-731,2023-08-09,10
2783,102,2024-06-18,subscribed,CbZ-531,,7
2784,216,2023-02-08,burned,KuN-194,2023-05-07,8
2785,438,2022-08-01,burned,Itd-630,2022-08-15,3
2786,700,2024-04-16,subscribed,swJ-199,,6
2787,569,2024-04-02,subscribed,tBE-854,,10
2788,559,2024-05-16,burned,mRz-044,2024-07-11,6
2789,159,2024-07-10,burned,fsg-226,2024-07-27,1
2790,489,2023-01-15,burned,YDe-395,2023-03-24,6
2791,686,2024-05-12,subscribed,Cnc-171,,3
2792,242,2022-11-13,subscribed,gCU-754,,3
2793,794,2024-07-04,subscribed,Wdc-406,,3
2794,753,2024-03-03,subscribed,QHc-582,,10
2795,882,2024-03-27,burned,Dpa-868,2024-06-16,10
2796,5,2023-05-03,burned,RsM-165,2023-07-20,8
2797,596,2022-03-01,burned,Xjt-788,2022-03-18,5
2798,820,2023-07-25,burned,dQH-102,2023-08-27,4
2799,361,2024-04-17,subscribed,OfO-863,,9
2800,459,2024-03-26,burned,cEZ-540,2024-05-17,9
2801,248,2022-06-15,burned,AKD-892,2022-06-15,1
2802,566,2024-04-21,subscribed,KwU-759,,2
2803,673,2024-07-07,subscribed,zyO-636,,8
2804,946,2023-08-09,burned,Mvr-503,2023-08-29,5
2805,422,2023-06-10,subscribed,Atu-246,,7
2806,923,2023-06-11,burned,omi-349,2023-08-02,1
2807,738,2021-12-26,subscribed,yTm-386,,10
2808,15,2022-06-06,subscribed,uFh-542,,5
2809,736,2024-06-04,burned,hCo-396,2024-06-29,3
2810,573,2021-09-08,subscribed,Fld-225,,10
2811,122,2024-03-26,burned,emd-110,2024-04-25,2
2812,277,2024-06-26,subscribed,Php-672,,2
2813,558,2022-07-05,subscribed,Jdy-780,,9
2814,453,2022-08-07,subscribed,hXN-861,,4
2815,390,2022-04-09,subscribed,OcF-743,,4
2816,294,2024-04-28,subscribed,zzo-479,,7
2817,574,2023-12-11,burned,QzN-573,2024-02-06,10
2818,598,2023-10-27,subscribed,Zqs-707,,10
2819,446,2024-03-28,burned,NOE-056,2024-05-06,2
2820,210,2023-11-03,subscribed,Qxm-394,,3
2821,590,2022-09-16,burned,LEp-820,2022-10-31,3
2822,714,2023-08-26,subscribed,Vhc-347,,6
2823,302,2024-03-01,burned,myy-522,2024-04-03,3
2824,909,2024-01-04,burned,Fqf-305,2024-01-14,5
2825,223,2024-07-03,subscribed,cdy-216,,4
2826,734,2024-07-12,subscribed,rOC-366,,3
2827,3,2024-06-17,subscribed,iGN-459,,8
2828,990,2023-02-19,burned,dVO-026,2023-02-22,10
2829,518,2024-06-11,burned,KpK-585,2024-07-26,3
2830,93,2023-01-16,subscribed,Uul-130,,6
2831,520,2023-06-02,subscribed,bSM-253,,7
2832,428,2023-05-06,burned,QbA-102,2023-05-22,7
2833,493,2022-04-04,burned,oEk-438,2022-04-29,2
2834,235,2023-08-21,subscribed,wms-872,,3
2835,620,2023-06-19,burned,AXG-383,2023-09-15,10
2836,161,2023-08-21,subscribed,zYR-729,,10
2837,721,2024-06-04,subscribed,InL-820,,4
2838,752,2024-02-11,subscribed,lgx-237,,7
2839,331,2023-07-23,burned,Faj-676,2023-08-07,2
2840,333,2023-06-08,burned,lnu-455,2023-08-14,3
2841,50,2024-06-04,burned,ywp-847,2024-07-24,7
2842,523,2024-06-18,burned,dBZ-643,2024-08-20,7
2843,863,2024-05-13,subscribed,Jej-045,,10
2844,668,2024-07-13,burned,Yge-024,2024-09-23,3
2845,492,2024-03-01,subscribed,fhK-024,,1
2846,582,2022-08-02,subscribed,TUi-083,,3
2847,681,2024-06-27,subscribed,kDY-771,,5
2848,272,2023-10-21,burned,WKz-519,2024-01-08,7
2849,580,2024-06-26,subscribed,Hqg-828,,4
2850,867,2024-04-21,subscribed,wAS-686,,1
2851,252,2023-06-18,burned,uOh-672,2023-07-02,6
2852,560,2023-08-28,subscribed,phY-754,,2
2853,696,2024-02-22,burned,bYG-324,2024-03-01,3
2854,832,2023-05-11,burned,JcI-648,2023-06-26,4
2855,699,2024-07-14,burned,kvW-575,2024-08-07,6
2856,90,2024-06-14,subscribed,NMj-656,,6
2857,446,2024-04-25,burned,PTk-587,2024-06-26,7
2858,332,2022-10-16,burned,xcI-090,2022-12-11,5
2859,139,2023-09-01,burned,wQG-283,2023-10-31,7
2860,357,2024-02-15,burned,Fcu-476,2024-02-23,2
2861,601,2024-05-20,subscribed,uZp-342,,1
2862,274,2023-08-16,burned,hSZ-293,2023-10-14,10
2863,19,2023-05-03,subscribed,cbe-503,,8
2864,983,2024-06-05,burned,Rcs-877,2024-08-07,1
2865,311,2023-01-12,subscribed,oyk-760,,2
2866,870,2024-04-25,burned,TTS-280,2024-06-10,10
2867,886,2023-09-11,subscribed,LpU-683,,6
2868,978,2023-12-24,burned,nMO-659,2024-01-31,1
2869,154,2024-07-08,subscribed,bzZ-878,,10
2870,390,2022-05-08,subscribed,jvL-246,,3
2871,260,2024-06-28,subscribed,YHP-482,,7
2872,620,2023-02-06,burned,EbI-179,2023-04-03,8
2873,883,2023-12-06,subscribed,KZA-305,,4
2874,797,2023-01-07,subscribed,QcO-359,,3
2875,571,2023-01-13,subscribed,IxL-404,,1
2876,125,2023-11-11,subscribed,HzK-670,,9
2877,354,2023-08-23,burned,eob-337,2023-10-01,10
2878,273,2023-10-13,subscribed,OCn-882,,6
2879,619,2023-09-20,subscribed,VfY-804,,6
2880,811,2024-02-06,subscribed,SFc-930,,9
2881,245,2024-05-11,burned,vLx-852,2024-06-06,1
2882,848,2024-05-22,subscribed,kHk-171,,6
2883,450,2024-04-15,subscribed,XiC-244,,5
2884,930,2024-01-08,subscribed,ntF-318,,6
2885,247,2022-08-02,subscribed,Twq-455,,8
2886,520,2022-12-06,burned,fIe-428,2023-01-21,5
2887,141,2023-09-30,subscribed,Urs-400,,2
2888,362,2022-12-27,subscribed,qlk-369,,2
2889,8,2024-04-19,burned,OSt-071,2024-06-01,10
2890,478,2024-05-07,burned,Gxd-263,2024-07-17,5
2891,352,2023-10-25,burned,wxZ-797,2023-11-22,3
2892,996,2023-04-07,subscribed,dwb-437,,10
2893,495,2022-08-14,burned,Xqx-227,2022-10-27,3
2894,606,2024-01-21,subscribed,jGi-144,,8
2895,833,2023-07-11,burned,nXO-957,2023-08-17,7
2896,427,2023-10-25,subscribed,Gbf-138,,1
2897,39,2024-04-28,burned,ZTi-289,2024-05-01,5
2898,593,2024-04-09,subscribed,tEX-308,,9
2899,187,2023-12-24,burned,aQa-025,2024-01-21,4
2900,596,2021-12-08,subscribed,Gmm-547,,1
2901,600,2022-09-30,subscribed,pOl-067,,8
2902,754,2024-05-01,subscribed,kVu-563,,5
2903,854,2023-10-27,subscribed,xhB-522,,2
2904,93,2023-07-02,subscribed,Lsi-651,,1
2905,86,2024-02-12,subscribed,qWz-173,,3
2906,44,2024-07-13,subscribed,cDF-256,,9
2907,137,2024-05-11,subscribed,sqa-560,,1
2908,421,2023-12-11,burned,Btn-349,2024-01-18,4
2909,74,2023-10-15,subscribed,KUM-345,,8
2910,548,2024-04-23,subscribed,ACW-075,,8
2911,613,2023-02-01,burned,vFV-316,2023-03-30,10
2912,988,2024-04-22,subscribed,jcr-333,,8
2913,512,2024-04-09,burned,CJZ-453,2024-05-23,10
2914,156,2024-07-01,subscribed,izp-736,,8
2915,938,2023-11-14,burned,ARt-057,2024-01-28,4
2916,255,2023-07-10,burned,RhA-667,2023-07-13,8
2917,171,2023-08-09,subscribed,QeG-607,,9
2918,981,2022-09-08,burned,jGh-770,2022-10-19,7
2919,728,2021-12-12,subscribed,KpE-868,,2
2920,170,2024-05-10,subscribed,eun-173,,9
2921,764,2024-05-06,subscribed,fzx-658,,8
2922,872,2024-07-09,subscribed,iSA-587,,5
2923,322,2024-02-01,burned,BEv-609,2024-04-29,3
2924,567,2023-11-11,subscribed,Lcg-848,,7
2925,456,2022-09-16,burned,AGF-841,2022-10-29,2
2926,944,2022-04-29,burned,liD-101,2022-07-13,3
2927,603,2022-06-15,subscribed,qRQ-936,,9
2928,790,2022-05-16,subscribed,lix-822,,4
2929,613,2023-03-29,subscribed,hji-710,,4
2930,155,2023-11-10,subscribed,ZdW-391,,3
2931,889,2024-07-12,burned,tCU-349,2024-08-06,5
2932,349,2024-02-13,subscribed,oKi-894,,3
2933,451,2024-02-05,burned,zmO-796,2024-04-19,9
2934,876,2023-06-16,subscribed,gDL-154,,3
2935,653,2023-05-04,subscribed,yKU-582,,2
2936,173,2023-10-31,subscribed,pbs-351,,5
2937,10,2024-03-04,subscribed,BNg-399,,6
2938,740,2023-12-26,burned,lWp-503,2024-02-11,1
2939,265,2024-03-23,burned,iGE-838,2024-04-11,6
2940,438,2022-01-04,subscribed,QsM-046,,10
2941,760,2021-11-10,burned,JJG-230,2021-11-13,3
2942,247,2024-03-27,burned,JBH-858,2024-03-30,4
2943,667,2022-05-08,subscribed,znO-315,,6
2944,546,2023-05-31,subscribed,gbo-755,,8
2945,499,2024-05-28,burned,WIZ-787,2024-06-21,9
2946,129,2024-03-27,burned,qDX-365,2024-05-04,6
2947,672,2024-06-07,burned,XlP-042,2024-08-15,7
2948,601,2024-03-22,burned,YmW-063,2024-03-27,5
2949,605,2024-06-19,subscribed,rLD-714,,9
2950,327,2024-04-29,subscribed,cKZ-955,,4
2951,753,2023-12-30,burned,FVd-828,2024-02-06,10
2952,835,2024-06-10,subscribed,qlg-832,,6
2953,980,2024-06-14,burned,eny-192,2024-06-20,5
2954,404,2021-12-14,burned,UsG-188,2022-01-02,1
2955,629,2024-07-08,subscribed,ZnD-859,,5
2956,606,2024-04-11,burned,LdI-903,2024-05-01,5
2957,675,2024-05-17,burned,FIE-155,2024-06-17,9
2958,611,2024-02-12,subscribed,yTp-999,,1
2959,625,2022-11-26,subscribed,zNx-403,,5
2960,359,2023-02-27,burned,gRC-590,2023-05-03,7
2961,603,2022-07-30,burned,rrU-592,2022-08-16,6
2962,858,2023-12-09,subscribed,xTc-571,,6
2963,718,2022-06-12,burned,aKS-712,2022-06-29,7
2964,17,2022-10-11,burned,QdY-825,2022-10-19,6
2965,274,2022-10-15,subscribed,oLF-028,,5
2966,685,2023-05-23,subscribed,Vmy-783,,10
2967,116,2023-04-20,subscribed,nqR-854,,5
2968,861,2024-03-05,subscribed,YEi-728,,9
2969,980,2024-06-20,subscribed,PRR-142,,8
2970,693,2024-02-20,subscribed,aIf-575,,10
2971,91,2023-12-17,burned,ofK-157,2024-03-07,4
2972,82,2024-04-02,burned,tkG-869,2024-05-04,4
2973,324,2024-06-07,subscribed,YqD-134,,10
2974,961,2023-11-27,subscribed,VHb-052,,5
2975,114,2024-06-08,burned,LmF-866,2024-08-11,3
2976,769,2022-09-04,burned,FLV-187,2022-09-05,8
2977,58,2022-10-22,burned,sbo-077,2022-12-21,7
2978,154,2024-07-11,subscribed,oEF-442,,5
